20.00000000	-0.10472088
20.00888889	0.30993065
20.01777778	-0.11383917
20.02666667	0.20996793
20.03555556	0.28087628
20.04444444	-0.24681649
20.05333333	0.34267684
20.06222222	-0.29818139
20.07111111	-0.31621348
20.08000000	0.44429752
20.08888889	-0.28682610
20.09777778	0.27942998
20.10666667	0.06229834
20.11555556	0.07079978
20.12444444	-0.17548010
20.13333333	-0.53079173
20.14222222	0.65636176
20.15111111	0.25224647
20.16000000	-0.21620537
20.16888889	-0.01272857
20.17777778	-0.01929726
20.18666667	0.17884037
20.19555556	-0.36421254
20.20444444	-0.06178809
20.21333333	-0.32056658
20.22222222	0.18687608
20.23111111	0.42551223
20.24000000	0.40857389
20.24888889	0.26210472
20.25777778	-0.05044036
20.26666667	-0.28591258
20.27555556	-0.15249298
20.28444444	-0.27021598
20.29333333	0.15659745
20.30222222	0.03141902
20.31111111	-0.12100045
20.32000000	0.33574893
20.32888889	-0.35186607
20.33777778	-0.17452218
20.34666667	-0.33137030
20.35555556	0.10325399
20.36444444	-0.04006300
20.37333333	-0.53589615
20.38222222	-0.42355754
20.39111111	-0.16027482
20.40000000	0.38041984
20.40888889	-0.02746147
20.41777778	0.35747230
20.42666667	0.28192181
20.43555556	0.23409588
20.44444444	0.33471002
20.45333333	0.15972444
20.46222222	-0.07726682
20.47111111	-0.19378182
20.48000000	-0.03998729
20.48888889	0.11249706
20.49777778	-0.34516857
20.50666667	-0.04928983
20.51555556	-0.27908278
20.52444444	0.14363892
20.53333333	-0.09832615
20.54222222	0.23723740
20.55111111	0.02212870
20.56000000	0.05769507
20.56888889	-0.59062465
20.57777778	0.28119961
20.58666667	0.35381405
20.59555556	0.10824249
20.60444444	-0.12021832
20.61333333	0.32436139
20.62222222	0.56011319
20.63111111	0.18509500
20.64000000	0.34789059
20.64888889	-0.02435785
20.65777778	-0.07351972
20.66666667	-0.26666013
20.67555556	-0.38816374
20.68444444	0.12351125
20.69333333	0.02659076
20.70222222	0.08286399
20.71111111	-0.18327257
20.72000000	0.00540702
20.72888889	0.08494387
20.73777778	-0.12719554
20.74666667	0.06206762
20.75555556	-0.04615668
20.76444444	-0.14674608
20.77333333	0.27560997
20.78222222	-0.06956437
20.79111111	-0.37994292
20.80000000	0.33810989
20.80888889	0.24502135
20.81777778	0.30597836
20.82666667	-0.19552148
20.83555556	-0.03392142
20.84444444	-0.18326536
20.85333333	0.17888580
20.86222222	0.26817820
20.87111111	-0.23339682
20.88000000	-0.06672320
20.88888889	0.17556347
20.89777778	0.19680082
20.90666667	-0.03791553
20.91555556	0.32617830
20.92444444	-0.08591900
20.93333333	0.18166602
20.94222222	0.39087429
20.95111111	0.17258815
20.96000000	-0.01533663
20.96888889	-0.03760252
20.97777778	0.06625190
20.98666667	0.27439618
20.99555556	0.20305688
21.00444444	-0.29488552
21.01333333	0.05069223
21.02222222	0.26951467
21.03111111	0.08845383
21.04000000	-0.17086617
21.04888889	-0.20394484
21.05777778	0.35446605
21.06666667	0.05646104
21.07555556	0.56426784
21.08444444	0.22690857
21.09333333	0.01992255
21.10222222	-0.38845361
21.11111111	0.08937984
21.12000000	0.04332372
21.12888889	-0.42159692
21.13777778	0.33565069
21.14666667	0.14746685
21.15555556	-0.21211400
21.16444444	0.05682149
21.17333333	-0.18959772
21.18222222	0.55658703
21.19111111	0.36231246
21.20000000	0.24093340
21.20888889	0.19328813
21.21777778	0.09668615
21.22666667	-0.21725415
21.23555556	-0.15218672
21.24444444	-0.01218719
21.25333333	-0.25123143
21.26222222	-0.12986470
21.27111111	0.03027052
21.28000000	0.07171258
21.28888889	-0.06955252
21.29777778	-0.06344318
21.30666667	0.26753231
21.31555556	0.30127076
21.32444444	-0.35850962
21.33333333	0.21264430
21.34222222	-0.71314184
21.35111111	-0.08764247
21.36000000	-0.39966788
21.36888889	-0.27582289
21.37777778	0.07377198
21.38666667	0.03076378
21.39555556	-0.03469359
21.40444444	0.24205133
21.41333333	-0.25264900
21.42222222	0.07920724
21.43111111	0.63016227
21.44000000	-0.23537411
21.44888889	-0.17751803
21.45777778	0.15715073
21.46666667	-0.07011681
21.47555556	-0.15010383
21.48444444	-0.00107316
21.49333333	-0.16675819
21.50222222	-0.16884221
21.51111111	-0.10985072
21.52000000	-0.24780299
21.52888889	-0.22198974
21.53777778	0.42785737
21.54666667	0.09341501
21.55555556	-0.03512480
21.56444444	-0.16421690
21.57333333	-0.54572575
21.58222222	-0.21023563
21.59111111	0.21043929
21.60000000	0.01308594
21.60888889	-0.11815323
21.61777778	0.15967427
21.62666667	-0.08730128
21.63555556	0.37547900
21.64444444	0.13413036
21.65333333	-0.08343452
21.66222222	0.18696766
21.67111111	0.06162188
21.68000000	0.42421531
21.68888889	-0.05414809
21.69777778	0.21176990
21.70666667	-0.08599048
21.71555556	-0.11757202
21.72444444	0.45378771
21.73333333	0.19667107
21.74222222	-0.27117172
21.75111111	-0.38165794
21.76000000	0.00142100
21.76888889	0.09772134
21.77777778	0.44942842
21.78666667	-0.02924963
21.79555556	-0.15305013
